Crop,Disease,Pathogen,Symptoms,Severity,Recommended_Medicine,Application_Notes
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Apply during high humidity
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Follow recommended dosage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Repeat every 7-10 days
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Spray at early stage
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Moderate,Copper Oxychloride,Apply after first symptoms
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Severe,Copper Oxychloride,Use preventive spray
Sugarcane,Wilt,Fusarium sacchari,Yellowing and drying,Mild,Copper Oxychloride,Use preventive spray
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Moderate,Streptomycin,Apply during high humidity
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Moderate,Streptomycin,Use preventive spray
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Severe,Streptomycin,Apply during high humidity
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Severe,Streptomycin,Spray at early stage
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Moderate,Streptomycin,Follow recommended dosage
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Severe,Streptomycin,Use preventive spray
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Mild,Streptomycin,Use preventive spray
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Moderate,Streptomycin,Repeat every 7-10 days
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Mild,Streptomycin,Spray at early stage
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Mild,Streptomycin,Apply after first symptoms
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Severe,Streptomycin,Apply after first symptoms
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Severe,Streptomycin,Spray at early stage
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Moderate,Streptomycin,Repeat every 7-10 days
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Mild,Streptomycin,Follow recommended dosage
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Severe,Streptomycin,Spray at early stage
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Moderate,Streptomycin,Apply during high humidity
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Moderate,Streptomycin,Apply after first symptoms
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Mild,Streptomycin,Apply during high humidity
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Moderate,Streptomycin,Spray at early stage
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Severe,Streptomycin,Apply during high humidity
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Severe,Streptomycin,Apply during high humidity
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Mild,Streptomycin,Spray at early stage
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Mild,Streptomycin,Spray at early stage
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Moderate,Streptomycin,Apply during high humidity
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Moderate,Streptomycin,Apply during high humidity
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Mild,Streptomycin,Repeat every 7-10 days
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Severe,Streptomycin,Use preventive spray
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Moderate,Streptomycin,Apply after first symptoms
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Moderate,Streptomycin,Use preventive spray
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Moderate,Streptomycin,Apply during high humidity
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Moderate,Streptomycin,Spray at early stage
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Mild,Streptomycin,Use preventive spray
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Severe,Streptomycin,Spray at early stage
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Mild,Streptomycin,Repeat every 7-10 days
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Mild,Streptomycin,Use preventive spray
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Moderate,Streptomycin,Apply after first symptoms
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Moderate,Streptomycin,Apply during high humidity
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Moderate,Streptomycin,Use preventive spray
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Severe,Streptomycin,Follow recommended dosage
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Moderate,Streptomycin,Apply during high humidity
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Mild,Streptomycin,Repeat every 7-10 days
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Mild,Streptomycin,Apply during high humidity
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Moderate,Streptomycin,Use preventive spray
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Moderate,Streptomycin,Apply after first symptoms
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Severe,Streptomycin,Apply after first symptoms
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Severe,Streptomycin,Spray at early stage
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Severe,Streptomycin,Apply after first symptoms
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Mild,Streptomycin,Apply after first symptoms
Sugarcane,Leaf Scald,Xanthomonas albilineans,White streaks on leaves,Moderate,Streptomycin,Follow recommended dosage
